   h    k    l      d(Å)      F(real)      F(imag)          |F|         2θ          I    M
   0    7    8   1.133821     6.319932     0.087839      6.32054   85.67378    0.00399    4
   1   11    7   1.133646    33.347753     0.180656      33.3482   85.69010    0.11093    4
   1   17    6   1.131604    -4.451486    -0.048689      4.45175   85.88211    0.00197    4
   3   20   -1   1.131543     9.750014     0.043356      9.75011   85.88782    0.00946    4
   4    1    1   1.131164   -19.467322    -0.092392      19.4675   85.92355    0.03769    4
   4    7    0   1.130119    -2.627269    -0.028606      2.62743   86.02226    0.00069    4
   3   17    2   1.129759     8.846066     0.023524       8.8461   86.05632    0.00777    4
   4    2    1   1.129108    -1.465739    -0.003136      1.46574   86.11804    0.00021    4
   2    0   -8   1.128944   -14.631297    -0.112901      14.6317   86.13361    0.01062    2
   2   24   -3   1.128738    -7.748044    -0.083613       7.7485   86.15310    0.00595    4
   2    1   -8   1.128261     9.611307     0.105040      9.61188   86.19843    0.00915    4
   3   19   -3   1.127713    24.105124     0.153371      24.1056   86.25061    0.05754    4
   4    7   -3   1.126733     1.578872     0.008397      1.57889   86.34391    0.00025    4
   0   23    5   1.126476    -3.028342    -0.068723      3.02912   86.36848    0.00091    4
   1   20   -6   1.126365    10.148868     0.036881      10.1489   86.37904    0.01018    4
   2    2   -8   1.126221     0.930514    -0.008095      0.93055   86.39285    0.00009    4
   4    0   -4   1.126200   -14.151797    -0.104681      14.1522   86.39484    0.00990    2
   2   10    6   1.126092   -10.690309    -0.104728      10.6908   86.40518    0.01130    4
   1    9   -8   1.125891    -6.020813    -0.031457       6.0209   86.42437    0.00358    4
   4    3    1   1.125706    -6.490303    -0.001559       6.4903   86.44208    0.00416    4
   4    1   -4   1.125522    -4.084547    -0.012306      4.08457   86.45964    0.00165    4
   1   25   -4   1.125306     6.134969     0.022802      6.13501   86.48037    0.00372    4
   2   13   -7   1.125050    -0.727363    -0.014837     0.727514   86.50485    0.00005    4
   3   10    4   1.124955     3.107139     0.007376      3.10715   86.51400    0.00095    4
   0   28    2   1.124912    -3.821419    -0.051371      3.82176   86.51807    0.00144    4
   1   28    0   1.124685    -3.783541    -0.010920      3.78356   86.53983    0.00141    4
   2   25   -2   1.124625    19.541104     0.128096      19.5415   86.54566    0.03767    4
   3   20   -2   1.124547   -16.737689    -0.118445      16.7381   86.55315    0.02764    4
   3   15   -5   1.124418     5.936484     0.040164      5.93662   86.56553    0.00348    4
   0   20    6   1.124201    -7.485112    -0.096938      7.48574   86.58633    0.00553    4
   1   21    5   1.124092    25.334431     0.125618      25.3347   86.59677    0.06328    4
   1   16   -7   1.123784     6.498119     0.025548      6.49817   86.62634    0.00416    4
   4    9   -1   1.123605    -3.758954    -0.014450      3.75898   86.64363    0.00139    4
   0    8    8   1.123579     3.128129     0.046081      3.12847   86.64606    0.00096    4
   4    2   -4   1.123497   -11.288308    -0.056357      11.2884   86.65401    0.01255    4
   3   19    1   1.122928     1.629614    -0.013804      1.62967   86.70873    0.00026    4
   2    3   -8   1.122845     7.802521     0.067458      7.80281   86.71680    0.00599    4
   1   23   -5   1.122821     2.667446     0.028609       2.6676   86.71912    0.00070    4
   3   11   -6   1.122714    20.133531     0.127513      20.1339   86.72935    0.03990    4
   4    9   -2   1.122492     1.480912     0.025628      1.48113   86.75079    0.00022    4
   1   28   -1   1.122381     2.779696     0.030864      2.77987   86.76151    0.00076    4
   3   20    0   1.122167     1.596867     0.004593      1.59687   86.78217    0.00025    4
   2   16    5   1.121767   -11.750701    -0.083561       11.751   86.82081    0.01358    4
   0   27    3   1.121438    -4.744008    -0.030609      4.74411   86.85264    0.00221    4
   2   22    3   1.121078    15.702864     0.062967       15.703   86.88744    0.02423    4
   4    4    1   1.120994    -2.199143    -0.028954      2.19933   86.89556    0.00048    4
   4    3   -4   1.120145    -6.455897    -0.044848      6.45605   86.97787    0.00409    4
   4    8    0   1.119977    -4.500116    -0.046664      4.50036   86.99416    0.00199    4
   2    4   -8   1.118169     2.546924     0.029133      2.54709   87.17015    0.00064    4
   1   12    7   1.118063    32.657819     0.220334      32.6586   87.18049    0.10442    4
   1   27    2   1.117756   -14.588343    -0.080004      14.5886   87.21045    0.02083    4
   4    8   -3   1.116681    -1.614502    -0.025179       1.6147   87.31550    0.00025    4
   0   16    7   1.115909    26.055993     0.123646      26.0563   87.39120    0.06631    4
   3    1   -7   1.115662    -0.202904    -0.001761     0.202912   87.41543    0.00000    4
   4    4   -4   1.115502     3.037352     0.038080      3.03759   87.43112    0.00090    4
   2   23   -4   1.115319     3.230661     0.011050      3.23068   87.44912    0.00102    4
   4    5    1   1.115022    10.300825     0.052964       10.301   87.47831    0.01035    4
   3   15    3   1.114992    -2.995757    -0.000775      2.99576   87.48129    0.00088    4
   2   18   -6   1.114520    -0.905477    -0.007567     0.905508   87.52770    0.00008    4
   2   25    1   1.114255     7.832525     0.040261      7.83263   87.55383    0.00598    4
   3    2   -7   1.113689     2.760826     0.054503      2.76136   87.60963    0.00074    4
   3   18   -4   1.113418     2.906059     0.024676      2.90616   87.63641    0.00082    4
   2   21   -5   1.113300     5.825783     0.025074      5.82584   87.64811    0.00331    4
   1   10   -8   1.113232   -12.903842    -0.023621      12.9039   87.65481    0.01621    4
   0    9    8   1.112302    11.195883     0.108477      11.1964   87.74682    0.01219    4
   2    5   -8   1.112242     0.306541    -0.061127     0.312577   87.75278    0.00001    4
   2   11    6   1.112117    -0.153482    -0.000328     0.153482   87.76509    0.00000    4
   1   24    4   1.112085    -1.253988     0.024937      1.25424   87.76830    0.00015    4
   2   24    2   1.111427    25.666220     0.123443      25.6665   87.83351    0.06402    4
   0   29    1   1.111045     9.010721     0.066930      9.01097   87.87146    0.00789    4
   3   11    4   1.111022    -4.296606     0.010710      4.29662   87.87378    0.00179    4
   4   10   -1   1.111021     2.728290     0.025994      2.72841   87.87384    0.00072    4
   1   28    1   1.110994    35.653462     0.216025      35.6541   87.87655    0.12347    4
   3    3   -7   1.110424   -10.789340    -0.016199      10.7894   87.93324    0.01130    4
   4   10   -2   1.109946    -1.764449    -0.015193      1.76451   87.98089    0.00030    4
   4    5   -4   1.109617    -1.026357    -0.038789      1.02709   88.01363    0.00010    4
   2   20    4   1.109581    -1.135105     0.041058      1.13585   88.01728    0.00013    4
   4    9    0   1.108806     0.486514    -0.002648     0.486521   88.09462    0.00002    4
   1   18    6   1.108264     8.970450     0.073158      8.97075   88.14886    0.00779    4
   4    6    1   1.107851    -1.297420    -0.008010      1.29744   88.19022    0.00016    4
   3   12   -6   1.107571   -12.526263    -0.056322      12.5264   88.21831    0.01518    4
   1   26    3   1.107439    -9.508334    -0.059590      9.50852   88.23153    0.00875    4
   2   14   -7   1.107226    -3.595102    -0.047731      3.59542   88.25290    0.00125    4
   1   27   -3   1.106581    -8.564511    -0.051245      8.56466   88.31779    0.00709    4
   3   18    2   1.106531     5.356561     0.005912      5.35656   88.32273    0.00277    4
   3    4   -7   1.105901   -10.279402    -0.047683      10.2795   88.38618    0.01021    4
   4    9   -3   1.105608    -0.194721    -0.007786     0.194877   88.41571    0.00000    4
   2    6   -8   1.105124    -9.280451    -0.036828      9.28052   88.46457    0.00831    4
   1   28   -2   1.104370     3.077331     0.026086      3.07744   88.54077    0.00091    4
   3   21   -1   1.104350     0.118151    -0.002060     0.118169   88.54276    0.00000    4
   3   16   -5   1.104058     0.801379     0.018830     0.801601   88.57229    0.00006    4
   2   26   -1   1.103537   -10.723468    -0.052954      10.7236   88.62512    0.01108    4
   4    6   -4   1.102550     2.347079     0.006376      2.34709   88.72532    0.00053    4
   1   17   -7   1.102185   -12.318340    -0.080804      12.3186   88.76239    0.01460    4
   3   20   -3   1.102057    25.515620     0.151712      25.5161   88.77542    0.06264    4
   3    1    5   1.101934    13.309216     0.080917      13.3095   88.78798    0.01704    4
   1   13    7   1.101832     3.223062    -0.042418      3.22334   88.79836    0.00100    4
   0   26    4   1.101091     1.806259    -0.031594      1.80654   88.87390    0.00031    4
   2   17    5   1.100281     2.904214     0.045764      2.90457   88.95658    0.00081    4
   2   26    0   1.100240    -6.974228    -0.091830      6.97483   88.96081    0.00467    4
   3    5   -7   1.100166   -13.508877    -0.082915      13.5091   88.96839    0.01753    4
   0   10    8   1.100090     6.791317     0.050121       6.7915   88.97613    0.00443    4
   3    2    5   1.100033    11.393757     0.074302       11.394   88.98204    0.01247    4
   1   11   -8   1.099725   -28.071851    -0.155189      28.0723   89.01354    0.07565    4
   4    7    1   1.099552    -2.728570    -0.046516      2.72897   89.03122    0.00071    4
   1   21   -6   1.099535     5.388228     0.104787      5.38925   89.03297    0.00279    4
   3   21   -2   1.097843     3.978958     0.060986      3.97943   89.20677    0.00152    4
   4   11   -1   1.097594     2.641007     0.016308      2.64106   89.23243    0.00067    4
   3   20    1   1.097591    -1.647425    -0.017417      1.64752   89.23274    0.00026    4
   0   21    6   1.097521    14.277747     0.132903      14.2784   89.23990    0.01953    4
   2   12    6   1.097393     3.081683     0.039719      3.08194   89.25310    0.00091    4
   3    3    5   1.096886     8.180938     0.027849      8.18099   89.30544    0.00641    4
   2    7   -8   1.096885     6.023434     0.034131      6.02353   89.30548    0.00347    4
   4   10    0   1.096709    -4.953840    -0.077148      4.95444   89.32373    0.00235    4
   2   25   -3   1.096697    11.074153     0.054137      11.0743   89.32492    0.01174    4
   4   11   -2   1.096557     0.417088    -0.007982     0.417164   89.33942    0.00002    4
   3   12    4   1.096341     2.378588     0.028843      2.37876   89.36172    0.00054    4
   1   22    5   1.096167   -32.064716    -0.235317      32.0656   89.37968    0.09835    4
   0   24    5   1.095869    -1.171849     0.004520      1.17186   89.41051    0.00013    4
   3   21    0   1.095629    -0.485658     0.020146     0.486076   89.43542    0.00002    4
   3   16    3   1.095131    -5.215614    -0.016583      5.21564   89.48694    0.00260    4
   0   17    7   1.094752   -23.756836    -0.155567      23.7573   89.52629    0.05391    4
   4    7   -4   1.094368     0.148444    -0.001871     0.148456   89.56616    0.00000    4
   4   10   -3   1.093613     1.743249     0.019322      1.74336   89.64469    0.00029    4
   3    6   -7   1.093276   -10.590997    -0.071080      10.5912   89.67984    0.01070    4
   3    4    5   1.092525    -2.790474    -0.067222      2.79128   89.75816    0.00074    4
   1   24   -5   1.092503     4.463940     0.074623      4.46456   89.76051    0.00190    4
   1   26   -4   1.092308    12.060183     0.091033      12.0605   89.78088    0.01386    4
   2   23    3   1.092132   -21.810226    -0.116671      21.8105   89.79923    0.04533    4
   3   13   -6   1.091787    10.695373     0.047752      10.6955   89.83541    0.01090    4
   2   26   -2   1.091685    -4.276544    -0.048897      4.27682   89.84604    0.00174    4
   2   19   -6   1.090966    -3.798787    -0.037851      3.79898   89.92135    0.00137    4
   4    8    1   1.090204     2.476333     0.035771      2.47659   90.00135    0.00058    4
   3   19   -4   1.089932    -1.446153     0.014577      1.44623   90.02996    0.00020    4
   1    0    8   1.089280    17.976397     0.151216       17.977   90.09868    0.01536    2
   2   15   -7   1.088995     3.248410     0.028980      3.24854   90.12867    0.00100    4
   1    1    8   1.088666    -6.784687    -0.051134      6.78488   90.16336    0.00437    4
   0   29    2   1.088257    13.769339     0.047111      13.7694   90.20654    0.01800    4
   1   29    0   1.088052   -10.118827    -0.065328       10.119   90.22827    0.00972    4
   2    8   -8   1.087605    -6.306272    -0.024775      6.30632   90.27558    0.00377    4
   0   11    8   1.087051    -7.039691    -0.120993      7.04073   90.33430    0.00470    4
   3    5    5   1.086995   -14.276209    -0.090968      14.2765   90.34022    0.01933    4
   1    2    8   1.086833     0.980161    -0.010726      0.98022   90.35738    0.00009    4
   0   28    3   1.086326   -14.805883    -0.049037       14.806   90.41121    0.02078    4
   4    0    2   1.086201    52.041236     0.300927      52.0421   90.42453    0.12834    2
